% 1. Title: Dataset Sintético para la Predicción de Compra de Boletas (10000 instancias) con Descuento e Historial Categórico
% 2. Sources:
%    (a) Original Owners: Generado sintéticamente para fines de demostración
%    (b) Donor of Database: Gemini AI
%    (c) Date Received: 7 de mayo de 2025
% 3. Past Usage:
%    Este dataset sintético se genera para demostrar la estructura de datos para la predicción de compra de boletas, incluyendo uso de descuento previo e historial de compras categórico. Se puede utilizar para entrenar modelos de clasificación.
% 4. Relevant Information:
%    Este dataset contiene información sobre usuarios y sus interacciones con una plataforma de venta de boletas. El objetivo es predecir si un usuario específico realizará una compra de boleta (variable 'Compra_Boleta'). Los atributos incluyen información demográfica, comportamiento en la plataforma, preferencias y el uso de descuentos previos.
% 5. Number of Instances: 10000
% 6. Number of Attributes: 10 plus class
% 7. For Each Attribute:
%    1. ID_Usuario: Identificador único del usuario (numérico)
%    2. Edad: Edad del usuario en años (numérico)
%    3. Genero: Género del usuario (categórico: Masculino, Femenino, Otro)
%    4. Historial_Compras: Nivel de historial de compras (categórico: Bajo, Medio, Alto)
%    5. Frecuencia_Visitas_Sitio: Visitas al sitio en el último mes (numérico)
%    6. Tiempo_Navegacion_Promedio: Tiempo promedio de navegación en minutos (numérico)
%    7. Interes_Categoria: Categoría de eventos de interés (categórico)
%    8. Dispositivo_Acceso: Dispositivo principal de acceso (categórico)
%    9. Recibio_Notificacion: Indica si recibió notificación reciente (numérico: 0=No, 1=Sí)
%    10. Uso_Descuento_Previo: Indica si usó un descuento en compras previas (numérico: 0=No, 1=Sí)
%    11. Compra_Boleta: Variable de clase (numérico: 0=No compró, 1=Compró)
% 8. Missing Attribute Values: None
% 9. Class Distribution: (aproximado)
%    Clase Valor   Número de Instancias (aproximado)
%    0             ~6500
%    1             ~3500
% 10. Brief statistical analysis: (aproximado)
%     Attribute number:             Mean:    Standard Deviation:
%     2. Edad:                     ~38       ~14
%     5. Frecuencia_Visitas_Sitio: ~4.5      ~5
%     6. Tiempo_Navegacion_Promedio: ~12      ~8
%     10. Uso_Descuento_Previo:    ~0.3 (aproximado)
@relation compra_boleta_prediccion_con_descuento
@attribute 'ID_Usuario' numeric
@attribute 'Edad' numeric
@attribute 'Genero' {Masculino,Femenino,Otro}
@attribute 'Historial_Compras' {Bajo,Medio,Alto}
@attribute 'Frecuencia_Visitas_Sitio' numeric
@attribute 'Tiempo_Navegacion_Promedio' numeric
@attribute 'Interes_Categoria' {Conciertos,Deportes,Teatro,Cine,Otro}
@attribute 'Dispositivo_Acceso' {Desktop,Mobile,Tablet}
@attribute 'Recibio_Notificacion' {0,1}
@attribute 'Uso_Descuento_Previo' {0,1}
@attribute 'Compra_Boleta' {0,1}
@data
1300,33,Otro,Bajo,1,1.7,Teatro,Mobile,0,1,0
1301,59,Masculino,Medio,0,4.4,Cine,Mobile,0,0,0
1302,32,Otro,Bajo,5,2.6,Conciertos,Mobile,1,1,0
1303,32,Masculino,Bajo,1,0.2,Conciertos,Mobile,0,0,0
1304,35,Masculino,Bajo,3,0.8,Deportes,Mobile,0,1,0
1305,41,Masculino,Medio,1,18.0,Deportes,Mobile,0,0,0
1306,18,Otro,Bajo,5,7.1,Conciertos,Mobile,0,0,0
1307,56,Masculino,Medio,0,8.4,Conciertos,Desktop,0,1,0
1308,60,Otro,Medio,1,1.1,Otro,Desktop,0,0,0
1309,21,Masculino,Medio,8,13.1,Conciertos,Mobile,1,1,0
1310,60,Otro,Medio,0,0.2,Deportes,Desktop,0,1,0
1311,44,Femenino,Bajo,0,0.3,Conciertos,Mobile,1,1,0
1312,18,Otro,Bajo,2,10.8,Conciertos,Tablet,0,1,0
1313,42,Femenino,Medio,0,0.3,Conciertos,Mobile,0,1,0
1314,22,Masculino,Bajo,3,1.1,Otro,Mobile,0,0,0
1315,37,Masculino,Bajo,1,2.1,Conciertos,Mobile,1,0,0
1316,38,Femenino,Medio,1,2.2,Otro,Tablet,1,0,1
1317,40,Masculino,Medio,5,4.5,Teatro,Mobile,0,1,0
1318,35,Masculino,Medio,0,1.3,Cine,Mobile,0,0,0
1319,18,Masculino,Bajo,2,0.4,Cine,Mobile,0,0,0
1320,50,Masculino,Medio,2,0.0,Deportes,Mobile,1,1,0
1321,18,Otro,Bajo,3,2.0,Otro,Mobile,1,0,0
1322,28,Masculino,Medio,2,4.8,Deportes,Tablet,0,0,0
1323,40,Femenino,Medio,6,5.1,Otro,Mobile,0,1,1
1324,18,Femenino,Bajo,7,9.6,Teatro,Mobile,1,1,0
1325,26,Femenino,Medio,1,7.2,Conciertos,Mobile,0,1,1
1326,31,Femenino,Bajo,3,9.4,Cine,Mobile,1,0,0
1327,27,Masculino,Bajo,9,6.3,Otro,Mobile,0,1,0
1328,40,Masculino,Bajo,2,1.5,Cine,Mobile,0,0,0
1329,18,Masculino,Bajo,5,0.4,Teatro,Mobile,0,1,0
1330,25,Masculino,Medio,1,0.1,Deportes,Mobile,0,1,0
1331,29,Otro,Bajo,1,2.4,Cine,Mobile,1,0,1
1332,39,Femenino,Bajo,2,5.2,Deportes,Mobile,0,1,0
1333,18,Masculino,Bajo,3,5.6,Cine,Mobile,0,1,1
1334,62,Otro,Medio,4,3.9,Teatro,Desktop,1,1,1
1335,45,Masculino,Medio,5,13.1,Otro,Mobile,0,1,0
1336,38,Otro,Bajo,3,5.9,Teatro,Mobile,0,0,0
1337,18,Otro,Medio,5,4.6,Deportes,Desktop,0,0,1
1338,22,Otro,Medio,3,10.0,Teatro,Mobile,0,0,0
1339,32,Masculino,Bajo,6,10.1,Otro,Mobile,0,1,0
1340,34,Otro,Medio,6,3.5,Teatro,Mobile,0,0,0
1341,44,Femenino,Bajo,1,7.0,Teatro,Tablet,1,1,0
1342,50,Otro,Medio,3,1.3,Conciertos,Desktop,0,1,0
1343,35,Masculino,Medio,1,9.4,Teatro,Mobile,0,1,0
1344,44,Otro,Medio,3,0.2,Otro,Mobile,1,1,1
1345,55,Otro,Alto,4,1.0,Conciertos,Desktop,0,1,0
1346,50,Femenino,Medio,6,2.3,Cine,Tablet,0,0,0
1347,32,Femenino,Medio,3,1.5,Teatro,Mobile,1,1,1
1348,36,Masculino,Bajo,3,11.9,Conciertos,Mobile,0,0,0
1349,32,Femenino,Bajo,7,3.7,Teatro,Tablet,0,1,0
1350,37,Masculino,Bajo,1,1.3,Otro,Mobile,1,0,0
1351,21,Masculino,Bajo,5,2.8,Conciertos,Mobile,0,0,0
1352,41,Otro,Bajo,1,1.5,Cine,Mobile,1,0,0
1353,52,Femenino,Medio,1,0.4,Deportes,Desktop,0,1,0
1354,34,Masculino,Medio,3,13.9,Conciertos,Mobile,0,1,0
1355,58,Otro,Medio,0,1.7,Otro,Desktop,0,1,0
1356,35,Femenino,Medio,6,4.6,Otro,Mobile,0,1,0
1357,18,Femenino,Bajo,0,0.4,Conciertos,Mobile,1,1,0
1358,37,Otro,Medio,0,1.3,Cine,Mobile,1,0,0
1359,18,Otro,Bajo,1,10.1,Conciertos,Mobile,1,0,0
1360,39,Masculino,Medio,3,2.7,Conciertos,Tablet,0,1,0
1361,40,Masculino,Medio,4,15.3,Cine,Mobile,0,0,0
1362,46,Femenino,Medio,2,2.6,Cine,Mobile,0,1,0
1363,38,Otro,Medio,4,1.6,Teatro,Mobile,1,1,0
1364,32,Masculino,Bajo,7,21.0,Deportes,Desktop,1,0,0
1365,42,Masculino,Bajo,0,2.0,Otro,Desktop,1,0,1
1366,18,Femenino,Medio,3,1.7,Conciertos,Mobile,0,1,1
1367,48,Otro,Bajo,1,0.5,Conciertos,Tablet,0,1,0
1368,39,Otro,Bajo,2,0.8,Otro,Mobile,0,1,0
1369,35,Femenino,Medio,2,4.8,Otro,Mobile,0,0,1
1370,30,Otro,Bajo,4,0.6,Deportes,Mobile,1,1,1
1371,45,Masculino,Medio,2,6.7,Otro,Mobile,1,1,0
1372,39,Masculino,Medio,1,0.2,Teatro,Tablet,0,0,0
1373,30,Femenino,Bajo,3,13.3,Teatro,Mobile,1,1,0
1374,44,Otro,Medio,0,2.3,Cine,Desktop,0,1,0
1375,48,Masculino,Medio,3,1.0,Otro,Desktop,0,0,0
1376,20,Femenino,Bajo,5,0.0,Deportes,Mobile,0,1,0
1377,21,Femenino,Bajo,5,0.3,Cine,Desktop,0,0,0
1378,31,Femenino,Bajo,1,0.0,Cine,Mobile,0,0,0
1379,30,Otro,Bajo,4,4.1,Cine,Desktop,0,1,0
1380,29,Masculino,Bajo,2,0.5,Deportes,Tablet,1,0,0
1381,66,Masculino,Medio,0,8.1,Teatro,Desktop,0,1,0
1382,32,Femenino,Bajo,6,0.4,Deportes,Mobile,0,0,0
1383,36,Masculino,Bajo,3,0.6,Cine,Mobile,0,0,0
1384,34,Otro,Bajo,2,5.2,Otro,Desktop,1,0,0
1385,44,Femenino,Medio,1,4.1,Cine,Mobile,0,1,0
1386,23,Masculino,Bajo,1,2.1,Deportes,Mobile,0,1,0
1387,34,Otro,Bajo,8,2.3,Conciertos,Mobile,0,1,0
1388,27,Femenino,Bajo,5,1.0,Teatro,Mobile,1,0,1
1389,41,Femenino,Medio,1,0.1,Conciertos,Tablet,1,1,0
1390,18,Otro,Bajo,2,4.2,Conciertos,Desktop,0,0,0
1391,18,Femenino,Bajo,3,7.6,Cine,Tablet,0,0,0
1392,44,Masculino,Medio,2,2.0,Deportes,Desktop,1,1,0
1393,75,Femenino,Alto,0,12.5,Deportes,Desktop,1,0,0
1394,35,Masculino,Bajo,1,5.4,Deportes,Mobile,1,1,1
1395,50,Masculino,Medio,3,7.3,Conciertos,Desktop,1,0,1
1396,22,Otro,Bajo,6,14.7,Otro,Mobile,0,0,0
1397,73,Masculino,Medio,0,2.8,Deportes,Desktop,1,1,1
1398,47,Femenino,Medio,1,0.4,Cine,Mobile,0,0,0
1399,18,Masculino,Bajo,7,22.0,Cine,Mobile,0,0,0
1400,38,Masculino,Medio,4,0.3,Conciertos,Desktop,0,1,1
1401,18,Otro,Bajo,2,4.7,Otro,Mobile,0,0,0
1402,43,Masculino,Medio,2,13.2,Teatro,Tablet,0,0,0
1403,28,Masculino,Bajo,3,6.4,Deportes,Tablet,0,0,1
1404,27,Otro,Bajo,1,1.2,Otro,Mobile,0,1,0
1405,46,Femenino,Medio,3,1.3,Otro,Mobile,1,1,0
1406,30,Masculino,Bajo,2,2.4,Cine,Mobile,0,0,0
1407,56,Otro,Medio,1,2.0,Deportes,Desktop,0,0,1
1408,31,Masculino,Medio,5,1.0,Cine,Mobile,1,1,0
1409,37,Femenino,Bajo,1,3.8,Deportes,Mobile,0,1,0
1410,18,Femenino,Bajo,0,4.4,Conciertos,Mobile,0,1,1
1411,56,Femenino,Medio,4,1.1,Teatro,Desktop,0,1,0
1412,45,Masculino,Medio,1,1.7,Deportes,Tablet,0,0,0
1413,45,Masculino,Medio,2,2.1,Deportes,Tablet,0,1,0
1414,43,Femenino,Medio,3,10.7,Conciertos,Tablet,0,1,1
1415,46,Masculino,Medio,1,2.9,Cine,Tablet,0,1,1
1416,67,Otro,Medio,1,2.4,Teatro,Desktop,1,0,0
1417,44,Masculino,Medio,0,1.6,Teatro,Tablet,0,1,1
1418,45,Otro,Bajo,1,16.0,Otro,Tablet,1,0,0
1419,26,Masculino,Bajo,0,2.3,Teatro,Mobile,0,0,0
1420,31,Femenino,Medio,4,4.0,Teatro,Mobile,0,0,0
1421,57,Masculino,Medio,0,0.2,Teatro,Desktop,1,1,1
1422,48,Femenino,Medio,1,0.7,Deportes,Mobile,0,1,0
1423,53,Masculino,Medio,3,4.5,Deportes,Mobile,1,0,0
1424,35,Otro,Bajo,3,3.2,Otro,Mobile,0,0,0
1425,60,Femenino,Medio,2,2.9,Deportes,Tablet,1,1,0
1426,39,Masculino,Bajo,1,2.7,Conciertos,Tablet,0,0,0
1427,42,Otro,Medio,0,2.1,Otro,Desktop,0,0,0
1428,18,Otro,Bajo,3,2.0,Cine,Mobile,1,1,0
1429,27,Femenino,Medio,4,23.7,Teatro,Mobile,1,1,1
1430,18,Femenino,Bajo,4,3.3,Conciertos,Mobile,1,0,0
1431,46,Femenino,Bajo,0,3.3,Conciertos,Mobile,0,0,0
1432,51,Femenino,Bajo,0,2.8,Cine,Tablet,1,1,0
1433,41,Otro,Medio,1,1.8,Deportes,Mobile,0,0,0
1434,27,Femenino,Bajo,3,0.1,Cine,Mobile,0,1,0
1435,39,Otro,Bajo,4,10.4,Teatro,Desktop,0,1,0
1436,53,Masculino,Medio,0,0.4,Conciertos,Mobile,1,1,0
1437,32,Masculino,Bajo,3,2.3,Teatro,Mobile,0,1,1
1438,40,Masculino,Medio,1,3.0,Otro,Mobile,0,0,1
1439,37,Masculino,Medio,2,6.5,Conciertos,Tablet,0,0,0
1440,50,Femenino,Medio,1,5.4,Conciertos,Tablet,0,1,0
1441,46,Otro,Medio,3,5.8,Conciertos,Desktop,0,0,0
1442,27,Masculino,Bajo,4,9.1,Teatro,Desktop,1,0,0
1443,28,Femenino,Bajo,2,6.9,Otro,Desktop,0,0,0
1444,48,Otro,Medio,1,5.4,Cine,Tablet,0,0,0
1445,25,Masculino,Medio,3,5.6,Teatro,Mobile,0,0,0
1446,30,Femenino,Bajo,7,4.3,Otro,Tablet,1,1,0
1447,29,Femenino,Bajo,4,1.0,Otro,Desktop,0,0,0
1448,59,Otro,Medio,5,0.7,Otro,Mobile,1,0,0
1449,29,Masculino,Bajo,2,3.1,Otro,Desktop,0,0,0
1450,32,Masculino,Bajo,6,3.0,Conciertos,Mobile,0,0,0
1451,34,Femenino,Medio,1,1.0,Otro,Mobile,1,1,0
1452,22,Femenino,Bajo,6,1.0,Deportes,Desktop,0,0,0
1453,18,Femenino,Bajo,6,1.2,Cine,Mobile,0,0,1
1454,48,Masculino,Medio,0,2.7,Cine,Desktop,0,0,0
1455,42,Femenino,Bajo,1,2.5,Otro,Desktop,1,0,0
1456,54,Otro,Medio,3,6.4,Otro,Desktop,0,1,0
1457,18,Otro,Bajo,1,2.9,Cine,Mobile,0,0,0
1458,39,Masculino,Medio,0,6.8,Teatro,Mobile,0,0,0
1459,42,Otro,Medio,1,7.0,Teatro,Tablet,1,1,0
1460,32,Otro,Bajo,7,19.3,Otro,Mobile,1,0,0
1461,36,Femenino,Medio,0,2.7,Cine,Mobile,1,0,0
1462,44,Masculino,Medio,3,3.6,Deportes,Mobile,0,1,1
1463,29,Otro,Bajo,5,1.8,Conciertos,Mobile,0,0,0
1464,32,Masculino,Bajo,5,11.7,Otro,Mobile,1,1,1
1465,28,Femenino,Bajo,4,5.5,Deportes,Mobile,1,0,1
1466,39,Otro,Medio,0,6.2,Cine,Mobile,0,1,0
1467,61,Femenino,Medio,3,3.3,Cine,Desktop,0,0,0
1468,43,Masculino,Medio,2,6.2,Conciertos,Tablet,0,1,1
1469,20,Femenino,Bajo,5,0.8,Deportes,Mobile,0,0,0
1470,21,Femenino,Bajo,1,0.2,Teatro,Mobile,0,0,0
1471,54,Otro,Medio,0,13.0,Deportes,Mobile,0,1,1
1472,18,Masculino,Bajo,3,6.7,Otro,Desktop,0,1,0
1473,33,Masculino,Bajo,6,2.3,Teatro,Mobile,0,1,0
1474,18,Otro,Bajo,4,4.4,Cine,Mobile,1,1,1
1475,25,Masculino,Bajo,2,17.5,Deportes,Mobile,1,0,1
1476,53,Otro,Medio,1,4.6,Conciertos,Mobile,1,1,0
1477,36,Femenino,Bajo,0,1.5,Deportes,Mobile,0,0,0
1478,28,Otro,Bajo,5,4.1,Teatro,Mobile,0,1,0
1479,38,Femenino,Bajo,2,2.7,Otro,Mobile,0,0,0
1480,18,Otro,Bajo,3,0.3,Teatro,Mobile,0,1,1
1481,35,Masculino,Bajo,1,1.9,Cine,Mobile,0,0,0
1482,54,Femenino,Bajo,0,0.2,Cine,Desktop,0,0,0
1483,30,Masculino,Medio,1,0.9,Deportes,Mobile,0,0,0
1484,34,Otro,Bajo,2,5.7,Conciertos,Tablet,1,0,0
1485,28,Femenino,Bajo,10,2.9,Conciertos,Mobile,1,1,0
1486,32,Otro,Bajo,2,2.8,Deportes,Mobile,1,1,0
1487,31,Masculino,Bajo,2,1.3,Teatro,Mobile,0,1,0
1488,70,Otro,Medio,2,4.3,Deportes,Mobile,0,0,0
1489,31,Otro,Bajo,5,3.8,Conciertos,Mobile,1,1,0
1490,30,Femenino,Bajo,4,2.9,Conciertos,Mobile,0,1,0
1491,44,Otro,Medio,2,12.6,Teatro,Tablet,1,1,0
1492,18,Masculino,Bajo,5,5.4,Deportes,Mobile,0,1,0
1493,19,Masculino,Bajo,6,0.6,Deportes,Mobile,1,0,0
1494,40,Otro,Medio,1,2.9,Cine,Tablet,0,1,0
1495,21,Masculino,Bajo,5,5.0,Deportes,Mobile,0,1,1
1496,35,Femenino,Bajo,5,3.0,Teatro,Tablet,0,1,0
1497,24,Masculino,Bajo,7,7.6,Otro,Tablet,0,0,0
1498,18,Masculino,Bajo,3,2.1,Deportes,Desktop,1,0,1
1499,32,Femenino,Bajo,4,8.1,Teatro,Mobile,1,1,1
1500,25,Masculino,Bajo,3,5.5,Conciertos,Mobile,1,1,0
1501,38,Otro,Bajo,1,5.2,Teatro,Desktop,0,1,0
1502,61,Masculino,Medio,6,2.5,Conciertos,Mobile,1,0,0
1503,26,Femenino,Bajo,0,0.9,Cine,Mobile,1,0,0
1504,24,Masculino,Medio,1,5.8,Teatro,Desktop,0,0,0
1505,61,Femenino,Medio,0,0.4,Cine,Desktop,0,1,0
1506,24,Femenino,Bajo,3,1.9,Cine,Desktop,0,0,0
1507,50,Otro,Medio,2,2.4,Conciertos,Desktop,0,0,1
1508,46,Otro,Medio,3,1.6,Otro,Desktop,1,0,0
1509,51,Otro,Medio,0,3.9,Deportes,Tablet,1,1,0
1510,34,Masculino,Medio,2,7.9,Teatro,Mobile,0,1,0
1511,37,Femenino,Bajo,2,10.2,Cine,Desktop,1,1,0
1512,53,Otro,Medio,2,0.2,Cine,Mobile,0,0,0
1513,46,Masculino,Medio,0,5.0,Cine,Desktop,0,1,1
1514,58,Femenino,Medio,1,1.9,Teatro,Desktop,1,0,0
1515,29,Femenino,Bajo,2,9.4,Otro,Mobile,0,0,1
1516,39,Femenino,Medio,5,3.3,Deportes,Mobile,0,0,0
1517,18,Masculino,Bajo,8,4.4,Deportes,Mobile,0,0,1
1518,37,Masculino,Medio,2,17.8,Teatro,Mobile,0,1,0
1519,52,Femenino,Medio,2,1.1,Otro,Desktop,1,0,0
1520,49,Masculino,Bajo,0,0.4,Cine,Desktop,0,1,0
1521,31,Otro,Bajo,3,0.0,Otro,Mobile,0,1,0
1522,18,Femenino,Bajo,7,3.0,Cine,Mobile,1,0,0
1523,50,Masculino,Medio,6,5.2,Deportes,Desktop,1,0,0
1524,21,Otro,Bajo,3,0.6,Cine,Mobile,0,0,0
1525,27,Femenino,Bajo,3,1.5,Deportes,Mobile,0,1,0
1526,54,Otro,Medio,2,1.7,Teatro,Desktop,1,0,0
1527,30,Otro,Medio,3,12.0,Cine,Mobile,0,1,1
1528,20,Masculino,Bajo,4,1.9,Deportes,Mobile,0,1,0
1529,52,Masculino,Medio,4,2.4,Teatro,Desktop,0,0,0
1530,46,Masculino,Medio,2,1.0,Conciertos,Desktop,0,0,0
1531,38,Masculino,Bajo,1,0.4,Deportes,Desktop,0,1,0
1532,49,Masculino,Medio,4,3.7,Conciertos,Mobile,0,0,0
1533,31,Otro,Bajo,3,7.3,Deportes,Mobile,0,1,0
1534,57,Otro,Medio,0,11.5,Teatro,Desktop,0,1,0
1535,44,Masculino,Bajo,0,0.5,Teatro,Mobile,0,1,0
1536,43,Masculino,Bajo,1,10.1,Conciertos,Mobile,0,0,1
1537,23,Femenino,Medio,5,2.6,Deportes,Mobile,0,1,0
1538,32,Femenino,Bajo,2,2.7,Otro,Desktop,1,1,0
1539,39,Masculino,Bajo,3,9.7,Conciertos,Mobile,0,1,0
1540,29,Otro,Bajo,1,0.2,Conciertos,Mobile,0,0,0
1541,56,Femenino,Medio,0,5.7,Teatro,Desktop,1,1,0
1542,40,Otro,Bajo,2,1.9,Conciertos,Desktop,1,0,0
1543,31,Femenino,Bajo,0,11.8,Teatro,Mobile,1,1,0
1544,44,Femenino,Medio,0,5.6,Otro,Desktop,1,0,0
1545,26,Femenino,Bajo,4,5.6,Otro,Mobile,0,1,0
1546,56,Otro,Medio,2,0.8,Conciertos,Desktop,1,1,0
1547,57,Masculino,Medio,0,3.3,Cine,Desktop,1,0,1
1548,28,Femenino,Bajo,4,7.7,Otro,Mobile,1,0,0
1549,37,Masculino,Medio,3,22.8,Teatro,Tablet,0,0,0
1550,47,Masculino,Medio,0,1.3,Conciertos,Desktop,1,0,0
1551,35,Femenino,Medio,3,2.7,Conciertos,Mobile,1,0,0
1552,40,Masculino,Bajo,4,1.1,Teatro,Mobile,0,0,0
1553,41,Femenino,Bajo,0,5.8,Cine,Tablet,0,1,0
1554,48,Femenino,Medio,1,8.6,Conciertos,Tablet,0,0,1
1555,23,Masculino,Medio,5,14.1,Otro,Mobile,1,1,0
1556,59,Otro,Medio,1,3.8,Teatro,Mobile,0,1,1
1557,34,Femenino,Bajo,3,9.6,Otro,Mobile,1,0,0
1558,25,Femenino,Medio,3,1.3,Conciertos,Desktop,0,1,0
1559,50,Femenino,Medio,2,0.1,Conciertos,Mobile,0,0,0
1560,61,Otro,Medio,0,12.3,Cine,Desktop,1,1,1
1561,22,Masculino,Bajo,4,3.3,Deportes,Mobile,0,1,0
1562,46,Otro,Medio,1,14.5,Conciertos,Tablet,0,1,0
1563,38,Femenino,Bajo,1,0.5,Teatro,Mobile,0,0,0
1564,35,Femenino,Medio,4,1.3,Teatro,Mobile,1,1,0
1565,41,Masculino,Medio,6,10.6,Conciertos,Mobile,0,0,0
1566,38,Masculino,Medio,1,5.1,Cine,Mobile,0,1,1
1567,47,Masculino,Medio,5,2.8,Cine,Desktop,0,1,1
1568,36,Masculino,Bajo,5,3.2,Deportes,Mobile,0,1,0
1569,56,Otro,Medio,5,11.8,Cine,Mobile,0,1,0
1570,18,Femenino,Bajo,1,14.1,Teatro,Mobile,0,0,0
1571,52,Masculino,Medio,2,1.3,Otro,Tablet,0,0,0
1572,34,Masculino,Medio,4,10.9,Deportes,Mobile,0,1,0
1573,32,Femenino,Medio,6,0.8,Teatro,Tablet,0,0,0
1574,31,Masculino,Bajo,6,6.5,Conciertos,Mobile,0,1,0
1575,46,Otro,Medio,0,3.0,Conciertos,Tablet,0,1,1
1576,18,Otro,Bajo,1,0.4,Teatro,Mobile,1,0,0
1577,50,Otro,Alto,4,0.8,Cine,Tablet,0,1,0
1578,42,Otro,Medio,2,9.0,Deportes,Desktop,0,0,1
1579,20,Otro,Bajo,6,1.7,Teatro,Mobile,0,1,0
1580,18,Masculino,Bajo,4,0.9,Teatro,Tablet,0,1,0
1581,59,Masculino,Medio,2,24.5,Conciertos,Desktop,1,0,0
1582,24,Femenino,Bajo,2,6.9,Conciertos,Mobile,0,1,0
1583,24,Masculino,Bajo,5,7.9,Conciertos,Mobile,0,0,0
1584,50,Otro,Medio,0,3.8,Deportes,Tablet,0,0,0
1585,42,Femenino,Medio,0,1.9,Teatro,Mobile,1,1,1
1586,68,Femenino,Medio,0,0.8,Teatro,Mobile,0,1,1
1587,51,Femenino,Medio,1,4.0,Conciertos,Tablet,1,1,1
1588,18,Masculino,Medio,8,4.4,Teatro,Mobile,0,1,0
1589,39,Femenino,Medio,2,0.3,Cine,Desktop,0,0,0
1590,40,Otro,Medio,1,4.3,Conciertos,Mobile,0,1,0
1591,53,Otro,Medio,1,4.1,Conciertos,Desktop,0,0,0
1592,19,Otro,Bajo,0,4.6,Conciertos,Mobile,0,0,0
1593,64,Otro,Medio,1,5.6,Conciertos,Mobile,1,0,1
1594,54,Femenino,Medio,3,5.5,Otro,Mobile,1,0,0
1595,51,Masculino,Medio,0,0.5,Cine,Tablet,0,1,0
1596,35,Masculino,Medio,3,0.1,Otro,Mobile,1,1,0
1597,18,Otro,Medio,1,11.7,Otro,Mobile,0,1,0
1598,35,Femenino,Medio,2,9.4,Conciertos,Mobile,0,1,0
1599,65,Masculino,Bajo,1,1.4,Conciertos,Desktop,0,1,0
1600,33,Femenino,Medio,2,0.5,Conciertos,Mobile,0,0,0
1601,47,Otro,Medio,1,7.1,Cine,Tablet,1,1,0
1602,18,Masculino,Bajo,1,4.3,Otro,Mobile,0,0,0
1603,45,Otro,Medio,3,19.6,Cine,Desktop,1,0,0
1604,34,Femenino,Bajo,5,0.1,Otro,Mobile,0,0,0
1605,45,Femenino,Medio,1,3.8,Conciertos,Tablet,1,0,1
1606,39,Masculino,Medio,2,3.9,Teatro,Mobile,0,1,0
1607,18,Masculino,Bajo,2,6.6,Deportes,Mobile,0,0,0
1608,24,Femenino,Bajo,1,12.2,Deportes,Mobile,0,0,0
1609,48,Femenino,Medio,1,10.7,Cine,Tablet,0,0,0
1610,53,Masculino,Bajo,1,10.7,Cine,Desktop,0,1,0
1611,23,Masculino,Bajo,6,6.4,Conciertos,Mobile,1,0,0
1612,37,Femenino,Medio,4,2.5,Deportes,Mobile,0,1,0
1613,31,Masculino,Bajo,5,3.1,Otro,Mobile,0,1,0
1614,18,Masculino,Bajo,4,3.2,Deportes,Tablet,0,1,0
1615,23,Otro,Medio,5,0.0,Teatro,Mobile,0,0,1
1616,41,Masculino,Medio,2,8.2,Otro,Mobile,1,1,0
1617,34,Masculino,Bajo,5,14.9,Teatro,Mobile,0,0,1
1618,23,Masculino,Bajo,5,18.3,Cine,Desktop,0,1,1
1619,39,Femenino,Medio,1,5.7,Conciertos,Tablet,0,0,0
1620,52,Femenino,Medio,1,4.9,Cine,Tablet,1,1,1
1621,51,Otro,Bajo,1,2.7,Cine,Desktop,0,0,1
1622,37,Otro,Bajo,3,0.8,Deportes,Mobile,0,0,0
1623,32,Otro,Bajo,1,1.2,Teatro,Mobile,0,1,0
1624,42,Femenino,Medio,1,6.4,Conciertos,Mobile,0,0,1
1625,31,Otro,Bajo,6,0.4,Deportes,Mobile,0,0,0
1626,25,Masculino,Bajo,4,0.7,Cine,Tablet,0,1,0
1627,64,Femenino,Medio,4,7.6,Conciertos,Desktop,0,0,0
1628,34,Masculino,Medio,5,3.0,Cine,Mobile,0,1,1
1629,23,Otro,Bajo,3,0.9,Deportes,Mobile,1,1,0
1630,30,Femenino,Bajo,3,8.6,Otro,Tablet,1,0,0
1631,41,Otro,Medio,5,6.4,Conciertos,Desktop,1,1,1
1632,23,Masculino,Bajo,5,7.6,Teatro,Mobile,0,0,0
1633,46,Femenino,Medio,0,2.9,Otro,Desktop,0,1,0
1634,64,Otro,Medio,1,15.3,Deportes,Desktop,0,0,0
1635,47,Femenino,Medio,1,15.8,Teatro,Mobile,1,1,0
1636,52,Otro,Medio,2,1.4,Teatro,Tablet,1,1,0
1637,36,Femenino,Bajo,0,2.8,Deportes,Tablet,0,0,0
1638,65,Masculino,Medio,2,1.9,Conciertos,Desktop,1,0,0
1639,49,Femenino,Medio,3,3.2,Conciertos,Desktop,0,1,0
1640,43,Otro,Medio,0,0.2,Conciertos,Tablet,0,0,0
1641,36,Otro,Medio,1,2.6,Teatro,Mobile,0,0,0
1642,18,Femenino,Bajo,4,1.1,Otro,Mobile,1,1,0
1643,38,Masculino,Bajo,7,3.6,Conciertos,Mobile,1,1,0
1644,36,Femenino,Medio,5,0.0,Conciertos,Mobile,1,1,0
1645,52,Otro,Medio,1,0.6,Teatro,Desktop,0,1,0
1646,36,Otro,Bajo,1,2.0,Teatro,Tablet,0,0,0
1647,37,Femenino,Bajo,0,0.7,Teatro,Desktop,0,0,1
1648,18,Masculino,Bajo,2,2.8,Conciertos,Mobile,1,0,0
1649,28,Otro,Bajo,5,1.7,Cine,Mobile,0,0,0
